,ci_name,location_full
2416,SDW501A,EUROPE/FRANCE/BEINHEIM
2417,SDW504,EUROPE/FRANCE/VILLERS BRX-STDN
2418,SDW50Y,EUROPE/FRANCE/SANTES (ID Logistics)
2419,SDW529,EUROPE/FRANCE/DEPOT ECURIE
2420,SDW536,EUROPE/FRANCE/CORBIE-TRANSBLOIS
2421,SDW537,EUROPE/FRANCE/SECLIN-BRAND MANUT.
2422,SDW540,EUROPE/FRANCE/Noyelles-Les-Seclin
2423,SDW560,EUROPE/FRANCE/Villers Brertonneux/Warehouse V2LMP
2424,SDW585,EUROPE/ITALY/SERRAVALLE
2425,SDW600B,EUROPE/ITALY/CASSANO SPINOLA
2426,SDW602B,EUROPE/ITALY/CASSANO SPINOLA
2427,SDW608,EUROPE/FRANCE/CIRY SALSOGNE
2428,SDW638,EUROPE/FRANCE/SANTES (DCDIS)
2429,SDW656,EUROPE/FRANCE/PARADIS
2430,SDW751A,EUROPE/GERMANY/FRANKFURT
2431,SDW751B,EUROPE/GERMANY/FRANKFURT
2432,SDW800A,AMERICA/USA/KEOKUK/SECURITY CENTER Building 135
2433,SDW801,EUROPE/GERMANY/FRANKFURT
2434,SDW851A,AMERICA/USA/KEOKUK/EXCHANGE OFFICE/1FL/COMPUTER ROOM
2435,SDW855A,AMERICA/USA/GURNEE/GURNEE IL 60031/OFFICE/[I.T. Room 855]
2436,SDW856A,AMERICA/USA/GURNEE/GURNEE IL 60031/PLANT/[Liquid Bldg Rack 856]
2437,SDW910A,EUROPE/FRANCE/SANTES (DCDIS)
2438,SDW912A,EUROPE/FRANCE/MERVILLE
2439,SDW912B,EUROPE/FRANCE/MERVILLE
2440,SDW916A,EUROPE/FRANCE/CORBIE-TRANSBLOIS
2441,SDW917A,EUROPE/FRANCE/CIRY SALSOGNE
2442,SDW917B,EUROPE/FRANCE/CIRY SALSOGNE
2443,SDW918A,EUROPE/FRANCE/SANTES (ID Logistics)
2444,SDW918B,EUROPE/FRANCE/SANTES (ID Logistics)
2445,SDW919A,EUROPE/FRANCE/PARADIS
2446,SDW925A,EUROPE/FRANCE/VILLERS BRX-STDN
2447,SDW926A,EUROPE/FRANCE/LILLE
2448,SDW926B,EUROPE/FRANCE/LILLE
2449,SDW92B,AMERICA/BRESIL/[[SAO PAOLO]]
2450,SDW931A,EUROPE/THE NETHERLANDS/HORST
2451,SDW931B,EUROPE/THE NETHERLANDS/HORST
2452,SDW945A,EUROPE/FRANCE/LA MADELEINE/DOUMER/R+4
2453,SDW946A,EUROPE/FRANCE/LA MADELEINE/REPUBLIQUE/R+5
2454,SDW950A,EUROPE/FRANCE/PARIS ST DENIS/Stock Paris Saint-Denis
2455,SDW950B,EUROPE/FRANCE/PARIS ST DENIS/Stock Paris Saint-Denis
2456,SDW959A,EUROPE/FRANCE/DEPOT ECURIE
2457,SDW959B,EUROPE/FRANCE/DEPOT ECURIE
2458,SDW960A,EUROPE/FRANCE/Villers Brertonneux/Warehouse V2LMP
2459,SDW960B,EUROPE/FRANCE/Villers Brertonneux/Warehouse V2LMP
2460,SDW970A,EUROPE/FRANCE/SECLIN-BRAND MANUT.
2461,SDW970B,EUROPE/FRANCE/SECLIN-BRAND MANUT.
2462,SDW974A,EUROPE/FRANCE/Noyelles-Les-Seclin
2463,SDW974B,EUROPE/FRANCE/Noyelles-Les-Seclin
2464,SDW981A,EUROPE/POLAND/WARSAW
2465,SDW982A,EUROPE/POLAND/WARSAW
2466,SDW985A,EUROPE/ITALY/SERRAVALLE
2467,SDW985B,EUROPE/ITALY/SERRAVALLE
2468,SDWA37A,ASIA/CHINA/LIANYUNGANG ST
2469,SDWA38A,ASIA/CHINA/LIANYUNGANG ST
2470,SDWA78A,ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE
2471,SDWA79A,ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE
2472,SDWA80A,ASIA/CHINA/SHANGHAI/RGMT/K.WAH OFFICE
2473,SDWA80B,ASIA/CHINA/SHANGHAI/RGMT/K.WAH OFFICE
2474,SDWA82A,ASIA/CHINA/GZ OFFICE
2475,SDWA84A,ASIA/CHINA/BJ OFFICE
2476,SDWA88A,ASIA/SINGAPORE/SINGAPORE
2477,SDWA88B,ASIA/SINGAPORE/SINGAPORE
2478,SDWA90A,ASIA/CHINA/NANNING/BLD3
2479,SDWA96A,ASIA/CHINA/NANNING/BLD11
2480,SDWAAS,ASIA/AZURE
2481,SDWAEU,EUROPE/AZURE
2482,SDWAINT,EUROPE/AZURE
2483,SDWAUS,AMERICA/AZURE
2484,SDWB00A,ASIA/JAPAN/TOKYO
2485,SDWB00B,ASIA/JAPAN/TOKYO
2486,SDWB10A,ASIA/JAPAN/OSAKA
2487,SDWB20A,ASIA/SINGAPORE/SINGAPORE R&D/5th Level - IT Room
2488,SDWB20B,ASIA/SINGAPORE/SINGAPORE R&D/5th Level - IT Room
2489,SDWC00A,ASIA/KOREA/SEOUL/COMPUTER ROOM
2490,SDWD01A,ASIA/CHINA/WUHAN/[ROOM01A]
2491,SDWD20A,ASIA/CHINA/WUHAN/[ROOM06A]
2492,SDWI10A,INDIA/INDIA/VIRAMGAM
2493,SDWI20A,INDIA/INDIA/VIRAMGAM
2494,SDWI30A,INDIA/INDIA/PANTNAGAR
2495,SDWI30B,INDIA/INDIA/PANTNAGAR
2496,SDWI50A,INDIA/INDIA/GOKAK
2497,SDWI50B,INDIA/INDIA/GOKAK
2498,SDWI71A,INDIA/INDIA/MUMBAI
2499,SDWI71B,INDIA/INDIA/MUMBAI
2500,SDWU00A,AMERICA/MEXICO
2501,SDWU00B,AMERICA/MEXICO
2502,SDWU01A,AMERICA/USA/GENEVA
2503,SDWU01B,AMERICA/USA/GENEVA
2504,SDWU10A,AMERICA/USA/US - GENEVA/LAB - 2 PHARM
2505,SDWU12A,AMERICA/USA/PHILADELPHIA
2506,SDWU12B,AMERICA/USA/PHILADELPHIA
2507,SDWU65A,AMERICA/CANADA/PORTAGE LA PRAIRIE
2508,SDWU70A,AMERICA/CANADA/PORTAGE LA PRAIRIE
2509,SDWU80A,AMERICA/BRESIL/[[SAO PAOLO]]
2510,SDWU90A,AMERICA/BRESIL/[[SAO PAOLO]]
2511,SEAB01S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2512,SEAC05S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2513,SEAC06S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2514,SEAC30S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2515,SEAC40S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2516,SEAC41S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2517,SEAC52S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2518,SEAC60S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2519,SEAC70S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2520,SEAD02S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2521,SEAD03S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2522,SEAD08A,EUROPE/FRANCE/LESTREM
2523,SEAD09A,EUROPE/FRANCE/LESTREM
2524,SEAD10A,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-LOC-DEV-235
2525,SEAD12A,EUROPE/FRANCE/LESTREM
2526,SEAD30S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2527,SEAD32S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2528,SEAD33S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-LOC-200
2529,SEAD41S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2530,SEAD41S\SXI,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2531,SEAD50S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2532,SEAD51S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2533,SEAD51S\CSD,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2534,SEAD54S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2535,SEAD60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2536,SEAD61S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2537,SEAD70S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2538,SEAO01S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2539,SEAO30S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2540,SEAO60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2541,SEAP04S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2542,SEAP05S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2543,SEAP06S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2544,SEAP07S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2545,SEAP08S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2546,SEAP09S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2547,SEAP12A,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-LOC-200
2548,SEAP30S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2549,SEAP31S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2550,SEAP39S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2551,SEAP40S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2552,SEAP40S\PXI,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2553,SEAP50S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2554,SEAP51S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2555,SEAP51S\CSP,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2556,SEAP60S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2557,SEAP61S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2558,SEAP62S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2559,SEAP63S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2560,SEAP69S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2561,SEAP70S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2562,SEAP71S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2563,SEAP72A,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-GEO-101
2564,SEAP79S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2565,SEAQ03S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2566,SEAQ04S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2567,SEAQ30S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2568,SEAQ31S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2569,SEAQ41S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2570,SEAQ41S\IXI,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2571,SEAQ60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2572,SEAQ61S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2573,SEAQ70S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2574,SEAR03S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2575,SEAR04S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2576,SEAR09S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2577,SEAR30S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2578,SEAR31S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2579,SEAR39S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2580,SEAR40S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2581,SEAR40S\RXI,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2582,SEAR60S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2583,SEAR61S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2584,SEAR69S,EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-VMW-101
2585,SEAR70S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2586,SEAR71S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2587,SEAU01S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-101
2588,SEAU30S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2589,SEAU60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-101
2590,SECP98A,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-LOC-235
2591,SEHB30S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2592,SEHB30S\S40,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2593,SEHB50S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2594,SEHB50S\M40,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2595,SEHB60S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2596,SEHB60S\T40,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2597,SEHC05S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2598,SEHC05S\E40,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2599,SEHC06S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2600,SEHC06S\E41,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2601,SEHC40S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2602,SEHC40S\X40,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2603,SEHC70S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2604,SEHC70S\B40,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2605,SEHD02S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2606,SEHD02S\E30,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2607,SEHD03S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2608,SEHD03S\E31,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2609,SEHD30S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2610,SEHD30S\S30,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2611,SEHD31S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2612,SEHD31S\S31,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2613,SEHD50S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2614,SEHD50S\M30,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2615,SEHD54S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2616,sehd54s\A30,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2617,SEHD56S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2618,SEHD56S\G30,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2619,SEHD58S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2620,SEHD58S\C30,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2621,SEHD60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2622,SEHD60S\T30,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2623,SEHD61S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2624,SEHD61S\T31,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2625,SEHD70S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2626,SEHD70S\B30,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2627,SEHI56S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2628,SEHI56S\G21,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2629,SEHO01S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2630,SEHO01S\E22,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2631,SEHO30S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2632,SEHO30S\S22,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2633,SEHO60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2634,SEHO60S\T22,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2635,SEHP08S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2636,SEHP08S\E00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2637,SEHP09S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2638,SEHP09S\E00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2639,SEHP38S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2640,SEHP38S\S00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2641,SEHP39S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2642,SEHP39S\S00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2643,SEHP40S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2644,SEHP41S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2645,SEHP50S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2646,SEHP50S\M00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2647,SEHP51S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2648,SEHP51S\M00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2649,SEHP56S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2650,SEHP56S\G00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2651,SEHP57S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2652,SEHP57S\G00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2653,SEHP58S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2654,SEHP58S\C00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2655,SEHP59S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2656,SEHP59S\C00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2657,SEHP68S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2658,SEHP68S\T00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2659,SEHP69S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2660,SEHP69S\T00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2661,SEHP78S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2662,SEHP78S\B00,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2663,SEHP79S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2664,SEHP79S\B00,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2665,SEHQ02S,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2666,SEHQ02S\E20,EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-VMW-LOC-235
2667,SEHQ04S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2668,SEHQ04S\E21,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2669,SEHQ31S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2670,SEHQ31S\S21,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2671,SEHQ32S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2672,SEHQ32S\S20,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2673,SEHQ56S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2674,SEHQ56S\G20,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2675,SEHQ60S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2676,SEHQ60S\T20,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2677,SEHQ61S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2678,SEHQ61S\T21,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2679,SEHQ70S,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
2680,SEHQ70S\B20,EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-VMW-LOC-200
